address,isHostedBySuperhost,location/lat,location/lng,name,numberOfGuests,pricing/rate/amount,roomType,stars,map_link
"Chouk, MH, India",FALSE,18.91733,73.27612,Triangle,10,12558,Entire villa,4.7,"https://www.google.com/maps?q=18.91733,73.27612"
"Chuchot Yakma, India",FALSE,34.08691,77.5807,chomal huts,10,10541,Private room in resort,4.3,"https://www.google.com/maps?q=34.08691,77.5807"
"Coimbatore, Tamil Nadu, India",FALSE,11.03008,76.93579,Dwaraka Inn -6BR with Luxurious Pool and Garden,16,12503,Entire villa,4.7,"https://www.google.com/maps?q=11.03008,76.93579"
"Colovale, Goa, India",FALSE,15.65007,73.81935,5 BedRoom Villa on the Chapora river in Colvale,8,12722,Entire villa,4.7,"https://www.google.com/maps?q=15.65007,73.81935"
"Colovale, Goa, India",FALSE,15.64852,73.81753,7 BedRoom Villa on the Chapora River in Colvale,10,10962,Entire villa,4.6,"https://www.google.com/maps?q=15.64852,73.81753"
"Colva, Goa, India",FALSE,15.27555,73.91895,Luxurious 3bhk villa with private pool at Colva,9,12191,Entire home,3.2,"https://www.google.com/maps?q=15.27555,73.91895"
"Dabolim, Goa, India",FALSE,15.37225,73.89023,"""Splendid 3 BHk Apartments with Pool & Seaview!""",7,11601,Entire condo,2.3,"https://www.google.com/maps?q=15.37225,73.89023"
"Dehradun, Uttarakhand, India",FALSE,30.39996,78.06553,LeChateau - A Heritage French Colonial Estate,8,10409,Entire bungalow,4.8,"https://www.google.com/maps?q=30.39996,78.06553"
"Dehradun, Uttarakhand, India",FALSE,30.393,78.07247,Malsi Loghut Dehradun-Private cottage with Garden,5,10421,Private room in bed and breakfast,4.0,"https://www.google.com/maps?q=30.393,78.07247"
"Dehradun, Uttarakhand, India",TRUE,30.4101,78.06086,The Bluedoor Luxury Villa close to Mussoorie,12,10481,Entire vacation home,4.6,"https://www.google.com/maps?q=30.4101,78.06086"
"Dehradun, Uttarakhand, India",FALSE,30.31502,78.03482,"Hotel Doon's Pride, Dehradun-Superior Room",3,13581,Room in hotel,3.8,"https://www.google.com/maps?q=30.31502,78.03482"
"Dehradun, Uttarakhand, India",FALSE,30.31512,78.03483,"Hotel Doon's Pride, Dehradun-Deluxe Room",3,11756,Room in hotel,3.8,"https://www.google.com/maps?q=30.31512,78.03483"
"Delhi, India",FALSE,28.66944,77.20366,"Private Room  For LONG STAY  with attached bath,",2,11924,Private room in bed and breakfast,4.4,"https://www.google.com/maps?q=28.66944,77.20366"
"Dhanolti, Uttarakhand, India",TRUE,30.447,78.196,A Secluded Wood Cabin @ Dhanaulti (Falcon Crest ),4,12135,Entire cabin,4.9,"https://www.google.com/maps?q=30.447,78.196"
"Diveagar, Karle, Maharashtra, India",FALSE,18.15195,73.00159,Red Stone Village Farmstays - Bungalow 1,12,11421,Farm stay,4.6,"https://www.google.com/maps?q=18.15195,73.00159"
"Dodamarg Maharashtra, India",FALSE,15.68105,74.05407,Shivaaz Holiday Farms - Near Mopa Airport Goa,16,10463,Farm stay,4.6,"https://www.google.com/maps?q=15.68105,74.05407"
"Dona Paula, Goa, India",FALSE,15.45413,73.83351,Luxe Private Pool Sea View villa,12,10512,Entire villa,4.8,"https://www.google.com/maps?q=15.45413,73.83351"
"Dona Paula, Goa, India",FALSE,15.4557,73.79935,Villa Serene - Private pool villa,10,12601,Entire villa,4.7,"https://www.google.com/maps?q=15.4557,73.79935"
"Dona Paula, Goa, India",FALSE,15.45279,73.80111,TROPICAL VIBES 5BHK Luxury Beach House,14,11660,Entire villa,4.6,"https://www.google.com/maps?q=15.45279,73.80111"
"Ernakulam, Kerala, India",FALSE,9.89654,76.33206,976 Panangad,8,11661,Entire villa,4.7,"https://www.google.com/maps?q=9.89654,76.33206"
"Gadherni, Himachal Pradesh, India",FALSE,32.21399,77.18382,Princess Villa Manali,16,12601,Room in boutique hotel,4.9,"https://www.google.com/maps?q=32.21399,77.18382"
"Ganaheda, Rajasthan, India",FALSE,26.49372,74.5383,Lux farm resort with pool - Villa,12,12804,Farm stay,4.6,"https://www.google.com/maps?q=26.49372,74.5383"
"Garat Pur Bas, Haryana, India",FALSE,28.32043,77.02146,The Bistendu Resort - Private Boutique Resort 7bhk,16,12490,Room in boutique hotel,4.8,"https://www.google.com/maps?q=28.32043,77.02146"
"Gauravaddo, Calangute, Goa, India",TRUE,15.535,73.767,Unique Breathtaking Luxury Villa with Party Room,10,10888,Entire home,4.3,"https://www.google.com/maps?q=15.535,73.767"
"Calangute, Goa, India",TRUE,15.51444,73.76619,"3 Bhk Luxury Beach Villa.
HAPPY 2 U 
Candolim.",10,10139,Entire bungalow,4.9,"https://www.google.com/maps?q=15.51444,73.76619"
"Calangute, Goa, India",TRUE,15.5987,73.75698,"Vagator ,Cosy & Modern 3 bedroom villa for 8",8,11196,Entire villa,5.0,"https://www.google.com/maps?q=15.5987,73.75698"
"Vagator, Goa, India",TRUE,15.535,73.767,Mingle with the Stars in an Open to Sky Bathroom,16,10425,Entire home,4.9,"https://www.google.com/maps?q=15.535,73.767"
"Candolim, Goa, India",FALSE,15.52667,73.76136,3- bedroom Villa with pvt  swimming pool,6,11439,Private room in resort,4.3,"https://www.google.com/maps?q=15.52667,73.76136"
"Vagator, Goa, India",FALSE,15.49949,73.7951,4bhk Sea View Villa @reismagos Candolim,12,12457,Entire home,4.7,"https://www.google.com/maps?q=15.49949,73.7951"
"Candolim, Goa, India",TRUE,15.535,73.767,Private Luxury Home With Spacious Design,14,12473,Entire home,4.7,"https://www.google.com/maps?q=15.535,73.767"
"Calangute, Goa, India",FALSE,15.5421,73.81115,4BR Casa Do Amor Pvt Pool & Breakfast,11,12480,Entire villa,4.7,"https://www.google.com/maps?q=15.5421,73.81115"
"Candolim, Goa, India",TRUE,15.31553,73.91299,Luxury Boutique Hotel.,16,12880,Room in boutique hotel,4.9,"https://www.google.com/maps?q=15.31553,73.91299"
"Calangute, Goa, India",TRUE,15.535,73.767,"Escape to Paradise, Your Group Getaway 12-36 Pax",16,10978,Entire villa,5.0,"https://www.google.com/maps?q=15.535,73.767"
"Candolim, Goa, India",FALSE,15.504,73.866,Best view of the river from your terrace 04,4,19900,Private room in home,4.0,"https://www.google.com/maps?q=15.504,73.866"
"Gokarna, Karnataka, India",TRUE,14.54024,74.33685,Kahani Paradise by Hireavilla- 6BR Overlooking Sea,3,10472,Entire villa,4.7,"https://www.google.com/maps?q=14.54024,74.33685"
"Govind Nagar, Andaman and Nicobar Islands, India",FALSE,12.03632,92.99161,Gypsy Divers Dive Resort-Standard Room,3,17274,Room in hotel,3.8,"https://www.google.com/maps?q=12.03632,92.99161"
"Guirim, Goa, India",FALSE,15.56865,73.8132,Super Luxury 4BHK Villa with Excellent Service,12,10902,Entire villa,4.7,"https://www.google.com/maps?q=15.56865,73.8132"
"Gurgaon, Haryana, India",FALSE,28.27546,76.85812,"Ivy Bridge- Luxurious, Green with Pool & Jacuzzi",14,10447,Farm stay,4.5,"https://www.google.com/maps?q=28.27546,76.85812"
"Gurgaon, Haryana, India",TRUE,28.37695,77.07406,Chopra Farms Gurgaon-Private 5bhk Farm Villa,16,11481,Farm stay,4.9,"https://www.google.com/maps?q=28.37695,77.07406"
"Gurugram, Haryana, India",FALSE,28.36201,76.95057,"Farm Villa  with pool near NH 8, Bonfire",14,10132,Entire home,3.9,"https://www.google.com/maps?q=28.36201,76.95057"
"Gurugram, Haryana, India",TRUE,28.289,76.929,Farm The Retreat | With Private Pool,6,10196,Farm stay,4.7,"https://www.google.com/maps?q=28.289,76.929"
"Gurugram, Haryana, India",FALSE,28.27229,76.85969,4 Bedroom Boutique Farmhouse With Common Pool,12,12421,Entire villa,4.5,"https://www.google.com/maps?q=28.27229,76.85969"
"Gurugram, Haryana, India",FALSE,28.2908,76.93421,SimBliss Farmhouse with Pool near Delhi & Gurgaon,12,11472,Farm stay,4.7,"https://www.google.com/maps?q=28.2908,76.93421"
"Gurugram, Haryana, India",FALSE,28.41086,77.11119,Corbett Caravan Holidays in India by RV On,4,11481,Camper/RV,4.6,"https://www.google.com/maps?q=28.41086,77.11119"
"Gurugram, Haryana, India",FALSE,28.29159,76.93283,StayVista at The Banyan Abode w/ Pool Table & TT,16,12574,Entire villa,4.6,"https://www.google.com/maps?q=28.29159,76.93283"
"Gurugram, Haryana, India",FALSE,28.35522,77.00456,VIDEO SHOOT PACKAGE,16,11601,Farm stay,4.6,"https://www.google.com/maps?q=28.35522,77.00456"
"Gurugram, Haryana, India",FALSE,28.42572,77.03501,"Ultra luxurious Penthouse ,5 star facilities",10,10678,Entire rental unit,4.7,"https://www.google.com/maps?q=28.42572,77.03501"
"Gurugram, Haryana, India",TRUE,28.36638,77.00665,Farm resort (AC halls avb./16 rooms/40 ppl stay),16,12311,Farm stay,4.6,"https://www.google.com/maps?q=28.36638,77.00665"
"Gurugram, Haryana, India",FALSE,28.35517,77.00426,Marriage  Or Party Full Resort For 30 Persons,16,13443,Farm stay,4.6,"https://www.google.com/maps?q=28.35517,77.00426"
"Gurugram, Haryana, India",TRUE,28.36673,77.00647,Boutique destination wedding experience  50pax pkg,16,12734,Farm stay,4.6,"https://www.google.com/maps?q=28.36673,77.00647"
"Hairiya Gaon, Uttarakhand, India",FALSE,29.37481,79.5608,Villa Camelia by The Venya,6,12457,Entire home,4.7,"https://www.google.com/maps?q=29.37481,79.5608"
"Haleyangadi, Karnataka, India",FALSE,13.04605,74.78076,Mangalore Beach House: Villa Elegance,16,11481,Entire villa,4.7,"https://www.google.com/maps?q=13.04605,74.78076"
"Haripur, Himachal Pradesh, India",FALSE,32.14635,77.15806,StayVista at Hilltop Haven - 6BR✦Breakfast✦Bonfire,15,12433,Entire villa,4.7,"https://www.google.com/maps?q=32.14635,77.15806"
"Gurugram, Haryana, India",FALSE,28.37241,77.05293,Jain Farms,16,12447,Farm stay,4.6,"https://www.google.com/maps?q=28.37241,77.05293"
"Hosur , Tamil Nadu, India",FALSE,12.801,77.829,"4 LuxuryTents w/ AC, Private Pool, BBQ",16,11459,Tent,4.6,"https://www.google.com/maps?q=12.801,77.829"
"Igatpuri, Maharashtra, India",FALSE,19.68254,73.57751,Cabaral Villa: Artsy 3BHK with pool by Limestays,16,10137,Entire villa,4.4,"https://www.google.com/maps?q=19.68254,73.57751"
"Igatpuri, Maharashtra, India",FALSE,19.69109,73.57564,Alluring 3 Bedroom Villa in Igatpuri,10,10481,Entire villa,4.7,"https://www.google.com/maps?q=19.69109,73.57564"
"Jaipur, Rajasthan, India",FALSE,15.50182,73.81186,Eternia Villa | Exclusive Pool | Modernised | 7BHK,14,15007,Entire villa,4.7,"https://www.google.com/maps?q=15.50182,73.81186"
"Indore, Madhya Pradesh, India",FALSE,22.734,75.943,The Mangrove Villa,16,11430,Entire villa,4.7,"https://www.google.com/maps?q=22.734,75.943"
"Jaipur, Rajasthan, India",FALSE,26.93029,75.88596,4 BR Artisana Farm with swimming pool in Jaipur,10,10129,Farm stay,4.5,"https://www.google.com/maps?q=26.93029,75.88596"
"Jaipur, Rajasthan, India",FALSE,26.90123,75.82154,Royal Suite !,2,10131,Room in heritage hotel,4.8,"https://www.google.com/maps?q=26.90123,75.82154"
"Jaipur, Rajasthan, India",FALSE,26.92392,75.80481,Alsisar Haveli - A Heritage Home,2,12132,Entire serviced apartment,4.9,"https://www.google.com/maps?q=26.92392,75.80481"
"Jaipur, Rajasthan, India",FALSE,26.97969,75.77537,'Alberto Villa' -High end luxury mansion with pool,10,11192,Entire villa,4.7,"https://www.google.com/maps?q=26.97969,75.77537"
"Jaipur, Rajasthan, India",FALSE,26.82116,75.70489,Luxury Villa with personal pool,6,10421,Entire villa,4.3,"https://www.google.com/maps?q=26.82116,75.70489"
"Jaipur, Rajasthan, India",FALSE,26.89796,75.85622,Exclusive Palace Stay sleeps 8. The Rani Vilas,8,11421,Castle,4.6,"https://www.google.com/maps?q=26.89796,75.85622"
"Jaipur, Rajasthan, India",FALSE,26.99922,75.80218,ORGANIC FARM STAY with clay oven in Jaipur,10,12421,Farm stay,4.6,"https://www.google.com/maps?q=26.99922,75.80218"
"Jaipur, Rajasthan, India",FALSE,26.89797,75.79371,1 Manhattan •luxurious 3 bhk penthouse•,7,12478,Entire condo,3.3,"https://www.google.com/maps?q=26.89797,75.79371"
"Jaipur, Rajasthan, India",FALSE,26.92502,75.79783,StayVista at Krishnalaya Mansion Jaipur city home!,16,11524,Entire villa,4.6,"https://www.google.com/maps?q=26.92502,75.79783"
"Jaipur, Rajasthan, India",TRUE,26.92538,75.72046,"Executive 4 Rooms, Bath, Cook, Parking,",12,11553,Entire villa,4.7,"https://www.google.com/maps?q=26.92538,75.72046"
"Jaipur, Rajasthan, India",FALSE,26.925,75.801,"Pool party, Function & Events @ Heritage Bungalow",16,10567,Entire bungalow,4.8,"https://www.google.com/maps?q=26.925,75.801"
"Jaipur, Rajasthan, India",FALSE,27.04744,75.74732,WOOD HEAVEN FARMS,16,11601,Farm stay,4.6,"https://www.google.com/maps?q=27.04744,75.74732"
"Jaipur, Rajasthan, India",TRUE,26.905,75.777,Newly constructed Luxury Home: 8 Rooms: Bonfire,16,10698,Entire bungalow,4.8,"https://www.google.com/maps?q=26.905,75.777"
"Jaipur, Rajasthan, India",FALSE,26.85991,75.66909,Luxurious Independent Studio with Wifi & Kitchen,1,31690,Entire condo,4.8,"https://www.google.com/maps?q=26.85991,75.66909"
"Janedghat, Himachal Pradesh, India",FALSE,30.99192,77.20999,Premium Deluxe Room,3,16351,Room in hotel,3.8,"https://www.google.com/maps?q=30.99192,77.20999"
"Jojawar, Rajasthan, India",FALSE,25.52926,73.75535,"1BR Luxury Suite Kesarbagh w/Balcony 01 , Jojawar",3,11409,Room in boutique hotel,5.0,"https://www.google.com/maps?q=25.52926,73.75535"
"Kalwar, Rajasthan, India",FALSE,26.98848,75.58298,"Bara Bungalow Kalwar, Jaipur (Entire Bungalow)",16,13082,Entire bungalow,4.8,"https://www.google.com/maps?q=26.98848,75.58298"
"Kamshet, Maharashtra, India",FALSE,18.74762,73.54216,"Foresta by the lake, pool, turf, game room &gazebo",16,12565,Entire villa,4.7,"https://www.google.com/maps?q=18.74762,73.54216"
"Kanatal, Uttarakhand, India",FALSE,30.42662,78.32913,Avalon 5 Bedroom Cottage | Mountain View,10,12463,Entire chalet,4.7,"https://www.google.com/maps?q=30.42662,78.32913"
"Kanathur, Chennai, Tamil Nadu, India",FALSE,12.849,80.246,"Exclusive Beach Villa @ ECR, Chennai.",16,12430,Entire villa,4.8,"https://www.google.com/maps?q=12.849,80.246"
"Kanthavli, Maharashtra, India",FALSE,18.89997,73.0476,5 Bed Lavish Indoor Pool Villa on Rent near Panvel,16,11481,Entire villa,4.7,"https://www.google.com/maps?q=18.89997,73.0476"
"Karjat, Maharashtra, India",FALSE,18.92626,73.32085,JenJon Karjat Resort - Casa Rosa,8,10394,Entire villa,4.7,"https://www.google.com/maps?q=18.92626,73.32085"
"Karjat, Maharashtra, India",FALSE,18.91863,73.33386,Private Pool Villa with meals for 10+ guests.,16,11962,Entire villa,4.7,"https://www.google.com/maps?q=18.91863,73.33386"
"Karjat., Maharashtra, India",FALSE,19.72129,73.02592,Luxurious Maharaja Tents near Karjat.Heart Nature.,16,10481,Campsite,4.6,"https://www.google.com/maps?q=19.72129,73.02592"
"Kasauli, Himachal Pradesh, India",FALSE,30.88968,76.96528,pine peak villa,16,10430,Entire villa,4.9,"https://www.google.com/maps?q=30.88968,76.96528"
"Kasauli, Himachal Pradesh, India",TRUE,30.89526,77.01681,RAIMAN HOUSE | 2+2BHK Home - by HomestayDaddy,12,11481,Entire condo,4.1,"https://www.google.com/maps?q=30.89526,77.01681"
"Kasauli, Himachal Pradesh, India",FALSE,30.90024,76.96419,Exotic Farm house |6 Acre | Orchards | AC |Solan,16,12601,Farm stay,4.6,"https://www.google.com/maps?q=30.90024,76.96419"
"Kasauli, Himachal Pradesh, India",FALSE,30.902,77.016,The Anchorage by Sonali - Kasauli,6,11139,Entire cottage,4.8,"https://www.google.com/maps?q=30.902,77.016"
"Kashid, Maharashtra, India",FALSE,18.4396,72.90539,BeachO 8bhk by Unexplora,14,11541,Entire bungalow,4.8,"https://www.google.com/maps?q=18.4396,72.90539"
"Kasol, Himachal Pradesh, India",FALSE,32.00977,77.31291,Balcony With Mountain View Westros Kasol,3,15470,Room in hotel,3.8,"https://www.google.com/maps?q=32.00977,77.31291"
"Kerala, India",FALSE,11.53047,76.15498,Family superior cottage - Morning glory,4,10722,Private room in bed and breakfast,4.4,"https://www.google.com/maps?q=11.53047,76.15498"
"Khandala, Maharashtra, India",FALSE,18.779,73.381,CASA DIOS,16,12476,Entire villa,4.7,"https://www.google.com/maps?q=18.779,73.381"
"Khandala, Maharashtra, India",FALSE,18.75518,73.3726,Belle Vue Cottage - Luxury Victorian Property,16,10503,Entire bungalow,4.9,"https://www.google.com/maps?q=18.75518,73.3726"
"Khingar, Maharashtra, India",FALSE,17.90655,73.82809,Rustik Highland Villa,12,11463,Entire villa,4.7,"https://www.google.com/maps?q=17.90655,73.82809"
"Khoohdi, Rajasthan, India",FALSE,26.61888,70.70844,Swiss Luxury Tent,4,14444,Room in hotel,3.8,"https://www.google.com/maps?q=26.61888,70.70844"
"Kihim, Maharashtra, India",TRUE,18.73374,72.867,Luxury 3 BHK Villa w Pvt Pool - 2 mins to beach,10,10436,Entire home,4.9,"https://www.google.com/maps?q=18.73374,72.867"
"Kihim, Maharashtra, India",TRUE,18.73272,72.86783,14 room Luxury Beach Villa with two large Pools,16,11674,Entire villa,4.7,"https://www.google.com/maps?q=18.73272,72.86783"
"Kochi, Kerala, India",FALSE,9.9695,76.24438,Sea facing Deluxe Suites in Fort Kochi - CGH Earth,2,11448,Room in boutique hotel,4.9,"https://www.google.com/maps?q=9.9695,76.24438"
"Kochi, Kerala, India",FALSE,9.96183,76.23963,"Art Deco Bungalow with private pool, Fort Kochi",6,10480,Entire bungalow,4.8,"https://www.google.com/maps?q=9.96183,76.23963"
"Kochi, Kerala, India",FALSE,9.96072,76.23802,Beach Gate Bungalows with private pool - CGH Earth,6,10480,Entire home,4.7,"https://www.google.com/maps?q=9.96072,76.23802"
